AB ticks;AB time;Temperature, C;Pressure, kPa;Humidity, %;
*0;23.05.2025 12:26:53;22,5;66,600;66,0;
*14;23.05.2025 12:27:07;21,6;4,400;43,0;
*29;23.05.2025 12:27:22;21,6;4,400;43,0;
*44;23.05.2025 12:27:37;21,7;4,400;43,0;
*59;23.05.2025 12:27:52;21,8;4,400;43,0;
*74;23.05.2025 12:28:07;21,8;4,400;43,0;
*89;23.05.2025 12:28:22;21,9;4,400;43,0;
*104;23.05.2025 12:28:37;22,0;4,400;42,5;
*105;23.05.2025 12:28:38;22,0;4,400;42,5;
1748003348;23.05.2025 12:29:08;22,2;4,400;42,5;
1748003378;23.05.2025 12:29:38;22,3;4,400;42,0;
1748003408;23.05.2025 12:30:08;22,3;4,400;42,0;
1748003438;23.05.2025 12:30:38;22,2;4,400;42,5;
1748003468;23.05.2025 12:31:08;22,2;4,400;42,5;
1748003498;23.05.2025 12:31:38;22,2;4,400;42,5;
1748003528;23.05.2025 12:32:08;22,1;4,400;42,5;
1748003558;23.05.2025 12:32:38;22,1;4,400;42,5;
1748003588;23.05.2025 12:33:08;22,1;4,400;42,5;
1748003618;23.05.2025 12:33:38;22,0;4,400;42,5;
1748003648;23.05.2025 12:34:08;22,0;4,400;42,5;
1748003679;23.05.2025 12:34:39;22,0;4,400;42,5;
1748003709;23.05.2025 12:35:09;22,0;4,400;43,0;
1748003739;23.05.2025 12:35:39;21,9;4,400;43,0;
1748003769;23.05.2025 12:36:09;21,9;4,400;43,0;
1748003799;23.05.2025 12:36:39;21,9;4,400;43,0;
1748003829;23.05.2025 12:37:09;21,9;4,400;43,0;
1748003859;23.05.2025 12:37:39;21,9;4,400;43,0;
1748003889;23.05.2025 12:38:09;21,9;4,400;43,0;
1748003919;23.05.2025 12:38:39;21,9;4,400;43,0;
1748003949;23.05.2025 12:39:09;21,9;4,400;43,0;
1748003979;23.05.2025 12:39:39;21,8;4,400;43,0;
